id,sold,response,main_salary,second_salary,annual_bonus,loan_os,house_value_change,bank_balance_main,credit_card_bal,car_loan,used_bank_overdraft,owns_property,remarried,divorce,age,shares,savings,children,areacode,credit_card
51,0,0,0,0,0,0,0,50,0,0,0,0,0,0,19,0,0,4,5,N
52,1,1,51000,1000,0,-715,2000,1,5797,0,1,0,0,0,29,60,5753,4,5,Y
53,0,0,13000,0,0,-172,0,2123,801,0,0,0,0,0,59,0,0,0,5,Y
54,0,0,0,0,1413,-4,4000,6645,1525,0,0,0,0,0,28,3025,1208,0,3,N
55,0,0,0,0,0,-73,0,0,279,0,1,1,0,0,56,0,112,0,4,N
56,0,0,90000,0,0,-1319,1000,1399,4744,0,0,1,0,0,27,350,19163,1,5,Y
57,0,0,14000,0,0,-114,0,329,395,0,0,0,0,0,27,0,1572,0,6,Y
58,1,1,21000,0,0,-41,1000,46,2297,0,1,0,0,0,31,0,0,3,4,Y
59,0,0,11000,0,0,-211,0,6297,442,0,0,1,0,0,31,502,0,0,9,Y
60,0,0,37000,0,0,-22629,-16000,23704,48,0,0,1,0,0,25,3693,0,3,1,N
61,0,0,0,0,0,0,0,57,0,0,0,0,0,0,18,0,0,0,9,N
62,0,0,49000,0,0,-6,1000,4663,5708,0,0,1,0,0,24,1149,0,0,4,Y
63,0,0,28000,1000,0,-298,2000,269,706,0,0,0,0,0,26,5,143,0,4,Y
64,0,0,24000,0,0,-1140,0,0,2412,0,1,1,0,0,30,114,0,0,8,Y
65,0,0,0,0,0,-6546,13000,0,1926,0,0,1,0,0,31,0,0,0,2,Y
66,0,0,26000,1000,0,0,2000,6098,1408,0,0,0,0,0,28,20,0,0,6,N
67,0,0,18000,0,0,-348,0,0,2903,0,1,1,0,0,57,0,1268,0,1,Y
68,0,0,25000,0,0,-260,0,1057,1317,0,0,1,0,0,60,97,38,0,9,Y
69,0,0,0,0,0,-1,0,44,0,0,0,0,0,0,18,0,0,0,1,N
70,0,0,17000,0,0,-1,0,1148,3055,0,0,0,0,0,33,250,0,2,1,N
71,0,0,0,0,0,0,0,49,13,0,0,0,0,0,18,0,0,4,2,N
72,0,0,9000,0,0,-10,0,125,467,0,0,0,0,0,44,0,0,0,2,N
73,0,0,34000,0,156,0,2000,1,1643,0,1,0,0,0,31,39,7147,0,4,Y
74,1,1,23000,0,0,-268,-3000,144,2439,1000,1,0,0,1,26,0,591,4,4,Y
75,0,0,46000,6000,0,-1,3000,5995,2632,0,0,0,0,0,50,21,3875,1,6,N
76,0,0,25000,0,0,-5,0,4125,581,0,0,0,0,0,25,0,0,2,1,N
77,0,0,21000,0,0,-61,-3000,171,3136,0,0,0,0,0,27,0,1429,1,5,Y
78,0,0,122000,0,0,-207,2000,1818,8539,0,1,0,0,0,39,0,31117,0,1,N
79,0,0,39000,0,0,-175,0,57,2502,2000,1,0,0,0,42,0,6616,0,2,Y
80,0,0,0,0,73,-7,1000,2270,1757,0,0,0,0,0,28,2275,1633,3,7,N
81,0,0,21000,0,0,-7339,-7000,6607,374,0,0,1,0,0,23,0,0,1,1,Y
82,0,0,8000,1000,0,-2,1000,6688,1688,0,0,0,0,0,23,0,0,0,2,N
83,0,0,0,0,0,-57,0,1364,1071,0,0,1,0,0,21,330,936,0,8,Y
84,0,0,7000,0,0,-26,0,7,518,0,1,0,0,0,31,0,117,0,2,Y
85,0,0,0,0,0,0,0,7,0,0,0,0,0,0,18,0,0,4,1,N
86,0,0,0,0,0,0,10000,36254,986,0,0,1,0,0,28,0,0,0,1,N
87,0,0,20000,0,0,-31,0,937,2370,0,0,0,0,0,65,0,1331,0,1,N
88,0,0,9000,0,0,-4,1000,5655,494,0,0,0,0,0,36,0,0,0,4,N
89,0,0,31000,0,0,-41,0,79,1192,0,0,0,0,0,22,39,1171,1,7,Y
90,0,0,11000,0,0,-1,0,499,496,0,0,0,0,0,28,553,0,0,4,N
91,0,0,24000,0,0,-19,0,0,4034,2000,0,0,0,0,20,1897,0,4,1,N
92,0,1,10000,0,0,-67,0,118,391,0,0,0,0,0,23,0,0,1,1,Y
93,0,0,8000,0,0,-31,0,71,549,0,0,0,0,0,18,0,306,4,8,Y
94,0,0,339000,0,0,-315,5000,539,31646,0,0,0,0,0,38,0,47326,0,1,N
95,0,0,158000,1000,0,-45,16000,18855,6850,0,0,0,0,0,43,106,1295,0,5,N
96,0,0,4000,0,0,-5,1000,1270,33,0,0,0,0,0,21,0,0,4,1,N
97,0,0,70000,0,0,-1419,1000,0,6183,0,1,1,0,0,61,115,865,0,2,Y
98,0,0,38000,1000,0,-98,1000,828,1912,6000,0,0,0,0,32,0,4368,1,3,Y
99,0,0,55000,1000,0,-64,4000,3391,2469,0,0,1,0,0,27,0,4165,0,7,Y
100,0,1,12000,0,0,-7,2000,3480,344,0,0,0,0,0,27,3180,182,0,1,N
101,0,0,43000,0,0,-210,0,3,3586,0,1,1,0,0,22,0,924,0,7,Y
102,0,0,0,0,0,-127,0,85,17,0,0,1,0,0,18,0,0,4,9,Y
103,0,1,0,0,0,-494,-5000,0,5321,0,1,0,0,1,41,0,2654,1,6,Y
104,0,0,47000,0,0,-204,3000,1913,3608,0,0,0,0,0,44,0,0,0,1,N
105,0,0,16000,0,0,-38,0,346,1587,0,1,0,0,0,24,0,0,2,2,Y
106,0,0,11000,0,0,-1,0,2611,816,0,0,0,0,0,30,0,0,0,4,N
107,0,0,29000,0,0,-71,1000,118,2347,0,1,0,0,0,24,0,3766,0,7,N
108,0,0,0,179000,0,-24,0,588,25908,0,0,1,0,0,62,0,0,1,7,N
109,0,0,119000,20000,0,-3,-4000,2,10712,0,0,1,0,0,70,0,25661,0,5,N
110,0,0,33000,0,3,-188,2000,3171,2712,0,0,1,0,0,51,38,4298,0,9,Y
111,0,0,7000,0,7,-27,0,620,3483,0,0,0,0,0,50,0,0,0,2,N
112,0,0,30000,0,0,-24,2000,3494,2419,0,0,1,0,0,51,337,4576,0,5,N
113,0,1,27000,0,0,-31,-3000,1486,634,0,0,1,0,0,26,0,664,0,5,Y
114,0,0,44000,0,0,-1226,1000,0,2777,0,1,1,0,0,48,0,25288,0,2,N
115,0,0,22000,0,0,-939,0,54,3241,1000,1,0,0,0,41,0,5365,0,7,Y
116,0,1,33000,0,0,-397,0,304,3919,0,1,0,0,0,28,0,2556,3,1,Y
117,0,0,527000,0,0,0,0,5874,46554,0,0,0,0,0,28,0,0,4,5,N
118,1,1,10000,0,0,-79,-3000,0,1548,0,1,0,0,0,21,0,0,4,1,N
119,0,1,10000,0,0,-122,0,288,3191,0,0,1,0,0,32,0,0,0,5,Y
120,0,0,21000,0,0,-50,0,1449,1837,0,0,0,0,0,37,0,2743,0,3,Y
121,1,1,19000,0,0,-181,0,15,2022,0,1,0,0,1,52,31,830,0,8,Y
122,0,1,7000,0,0,-109,0,188,2134,0,0,0,0,0,20,230,76,4,1,N
123,0,0,0,0,0,0,0,62,13,0,0,0,0,0,19,0,0,2,1,N
124,0,0,2000,0,0,0,2000,2809,0,0,0,0,0,0,18,0,0,0,2,N
125,0,0,1000,0,0,0,0,714,4,0,0,0,0,0,18,0,0,0,2,N
126,0,0,15000,0,0,0,-3000,296,567,0,0,0,0,0,36,459,343,0,1,N
127,0,0,0,0,0,-276,0,3567,7991,0,0,1,0,0,43,0,1980,0,1,Y
128,0,0,53000,0,0,-203,1000,9,3844,0,1,0,0,0,31,133,0,1,7,Y
129,0,0,12000,0,0,-9,0,199,616,0,0,0,0,0,27,110,0,0,1,N
130,0,0,0,0,4,-8782,4000,24922,17344,0,0,1,0,0,59,290,1251,0,6,N
131,0,0,57000,0,0,-212,7000,307,4685,0,1,0,0,0,49,0,4109,0,1,N
132,0,0,77000,0,0,-391,1000,2970,2702,1000,0,0,0,0,30,0,4279,0,3,N
133,0,0,24000,0,0,-359,0,247,2364,0,1,0,0,0,21,0,1374,0,1,Y
134,0,0,27000,0,0,-331,5000,7507,1322,0,0,0,0,0,27,0,0,0,8,Y
135,0,0,46000,0,0,0,12000,12338,704,0,0,0,0,0,45,6310,193,0,4,N
136,0,0,23000,0,11,-47,0,430,1676,0,0,0,0,0,28,133,319,0,1,N
137,0,0,15000,3000,0,0,2000,9049,196,1000,0,0,0,0,28,500,0,0,1,N
138,0,0,35000,0,0,-31,0,0,240,0,1,0,0,0,25,154,0,0,9,Y
139,0,0,80000,0,0,-30,2000,7310,1,0,0,0,0,0,68,0,48141,0,4,N
140,0,0,28000,7000,0,-7,10000,17462,171,0,0,0,0,0,30,0,0,0,4,N
141,0,0,41000,1000,0,-552,3000,6043,1962,0,0,1,0,0,42,0,4217,0,1,Y
142,0,0,1000,0,0,0,0,0,581,0,0,0,0,0,19,0,0,4,5,N
143,0,0,22000,5000,0,0,2000,19790,112,0,0,1,0,0,20,0,0,4,4,Y
144,0,0,67000,0,0,-3880,5000,4415,9992,0,0,1,0,0,35,340,185,0,6,Y
145,0,1,16000,0,0,-61,-2000,28,3004,0,0,0,0,0,21,0,0,4,8,N
146,0,0,32000,0,3,0,0,191,0,0,0,0,0,0,43,0,0,0,4,N
147,0,0,29000,0,0,-232,0,1,2341,0,1,0,0,0,50,0,26,0,4,Y
148,0,0,36000,2000,54,-25,4000,75,1305,0,1,0,0,0,41,517,0,4,1,N
149,0,0,69000,0,0,-31,1000,1527,636,0,0,0,0,0,29,0,0,0,1,N
150,0,0,2000,0,2922,-34,-36000,1868,1083,40000,0,0,0,0,25,487,0,4,1,N
151,0,0,84000,0,0,-2104,7000,135,13417,0,1,1,0,0,42,0,91861,0,5,Y
152,0,0,1000,0,0,0,0,132,2,0,0,0,0,0,19,0,0,3,5,N
153,0,0,0,1000,0,-137,5000,67,11831,0,0,1,0,0,51,0,14616,0,9,N
154,0,0,53000,0,0,-11,24000,11460,85,0,0,0,0,0,36,0,0,0,2,N
155,0,0,27000,0,0,-91,0,308,2093,0,1,0,0,0,35,205,0,3,4,Y
156,0,0,0,0,0,0,0,51,0,0,0,0,0,0,18,0,0,0,1,N
157,0,0,18000,0,0,-66,0,0,1106,0,1,0,0,0,44,47,0,0,9,Y
158,0,0,25000,0,0,-3,0,1980,1002,0,0,0,0,0,24,0,0,4,2,Y
159,0,0,1000,0,0,-3,0,13,168,0,0,0,0,0,18,0,0,1,8,N
160,0,0,20000,0,0,-34,4000,5582,1100,0,0,0,0,0,25,0,0,0,4,N
161,0,0,21000,0,0,-9,-5000,290,2955,25000,0,0,0,1,22,0,2232,1,1,N
162,0,0,49000,0,0,-1,-3000,505,1372,10000,0,0,0,0,56,0,8287,0,6,N
163,0,0,5000,0,0,-3,0,2619,281,0,0,0,0,0,24,0,0,0,1,N
164,0,0,90000,0,0,-61,0,585,10244,0,0,0,0,0,24,0,568,0,4,Y
165,0,0,0,0,0,0,0,27,0,0,0,0,0,0,18,0,0,4,4,N
166,0,0,38000,0,0,-219,5000,20051,1258,0,0,0,0,0,36,0,0,0,9,N
167,0,0,0,0,0,0,0,332,0,0,0,0,0,0,18,0,0,0,1,N
168,0,0,58000,1000,0,-7,3000,1787,9274,0,0,0,0,0,18,280,130,0,1,N
169,0,0,28000,0,0,-7,2000,2042,2451,0,0,0,0,0,42,0,2199,1,1,N
170,0,0,35000,0,1,-517,-1000,5,3659,0,1,0,0,0,22,20,19732,0,7,Y
171,0,0,23000,0,16,-71,0,279,269,0,0,0,0,0,41,142,0,1,9,Y
172,0,0,9000,1000,0,0,1000,1284,126,0,0,0,0,0,30,0,0,0,7,N
173,0,0,22000,1000,0,-1,2000,4025,873,0,0,0,0,0,22,0,263,0,8,N
174,0,0,80000,0,0,-1749,-4000,1673,8038,0,0,1,0,0,39,21,4371,0,3,Y
175,0,0,45000,0,0,-2,1000,6850,4250,2000,0,0,0,0,33,0,1141,0,1,N
176,0,1,12000,0,0,-386,0,0,827,0,1,0,0,0,38,0,4840,0,4,Y
177,0,0,0,0,0,0,0,73,16,0,0,0,0,0,19,0,0,0,7,N
178,0,0,0,0,0,0,1000,790,0,0,0,0,0,0,18,0,0,0,2,N
179,0,0,24000,0,0,0,0,368,957,0,0,0,0,0,35,27,894,0,1,N
180,0,0,41000,0,0,-4,0,1253,796,0,0,0,0,0,25,0,0,0,1,N
181,0,0,143000,0,0,-6,3000,6093,12118,0,0,0,0,0,64,0,373,0,1,N
182,0,0,7000,0,0,-28,0,792,83,0,0,1,0,0,22,1579,0,0,8,Y
183,0,0,0,0,0,0,0,52,59,0,0,0,0,0,19,0,0,0,5,N
184,0,0,14000,0,0,-236,0,386,837,0,1,0,0,0,39,1,3246,0,8,Y
185,0,0,0,0,0,0,21000,0,1055,0,0,1,0,0,23,13659,0,0,1,N
186,0,0,12000,0,0,-8,0,4976,228,0,0,0,0,0,30,13,0,0,4,N
187,0,0,14000,0,0,-50,0,3,1499,0,1,0,0,0,38,0,641,0,1,N
188,0,0,17000,0,0,-809,2000,243,875,0,0,1,0,0,36,1032,805,4,5,Y
189,0,0,17000,0,0,-36,2000,854,517,0,0,0,0,0,31,0,45,0,5,Y
190,0,0,1000,0,0,-2,0,85,48,0,0,0,0,0,18,0,13,0,7,N
191,0,1,26000,0,0,-239,0,57,1334,0,1,0,0,0,28,0,5593,0,1,Y
192,0,0,0,4000,2015,-13,13000,18989,5351,0,0,0,0,0,48,16060,6953,0,5,N
193,0,0,33000,0,0,-115,2000,1662,4049,0,1,0,0,0,38,386,7972,0,5,Y
194,0,0,12000,0,0,-16,0,992,216,0,0,0,0,0,26,0,0,0,1,N
195,0,0,0,0,0,0,0,29,7,0,0,0,0,0,19,0,0,3,1,N
196,0,0,69000,0,0,-6,3000,3431,3143,3000,0,0,0,0,30,0,9411,0,2,N
197,0,0,19000,0,0,-117,0,11,1473,0,1,0,0,0,59,17,1398,0,2,Y
198,0,0,20000,0,0,0,1000,2676,685,0,0,0,0,0,43,0,8897,0,1,N
199,0,0,11000,0,0,0,0,2073,366,0,0,0,0,0,35,1,139,0,2,N
200,1,1,70000,0,0,-1651,-13000,1146,21725,0,0,0,0,0,29,446,21856,3,7,N
201,0,0,35000,3000,174,-3,6000,4261,739,0,0,0,0,0,33,0,3455,0,4,N
202,0,0,16000,1000,838,-18,1000,3300,775,0,0,1,0,0,36,0,77,0,5,N
203,0,0,12000,1000,0,-1,1000,1613,396,9000,0,0,0,0,41,0,0,0,9,N
204,0,0,20000,0,0,-18,1000,1818,1239,0,0,0,0,0,31,95,0,0,7,N
205,0,0,10000,0,0,-42,0,1164,247,0,0,0,0,0,23,0,147,3,4,N
206,0,0,9000,0,0,-74,0,16,509,0,0,0,0,0,26,0,107,0,1,Y
207,0,0,0,0,0,0,0,66,1,0,0,0,0,0,18,0,0,0,2,N
208,0,1,51000,0,0,-3518,-7000,757,8308,0,1,1,0,0,43,0,0,0,7,N
209,0,0,0,0,0,-687,-15000,251,7052,0,0,0,0,0,21,0,5151,4,1,Y
210,0,0,317000,0,0,-484,1000,5611,26150,0,0,1,0,0,48,0,3828,0,4,Y
211,0,0,0,0,0,0,0,0,908,0,0,1,0,0,45,0,0,0,1,N
212,0,0,0,0,0,0,0,87,2,0,0,0,0,0,19,0,0,0,1,N
213,0,0,65000,0,29,0,5000,555,0,0,0,0,0,0,36,0,0,0,1,N
214,0,0,19000,0,0,-4,0,2968,1919,0,0,0,0,0,30,0,1818,0,1,N
215,0,0,0,0,0,-21,0,1,14,0,1,1,0,0,19,0,0,4,7,Y
216,0,0,2000,0,0,-12,0,388,8,0,0,0,0,0,35,0,0,0,4,Y
217,0,0,103000,0,0,-165,0,195,5928,4000,1,0,0,0,35,0,7324,0,4,N
218,0,0,27000,0,0,-54,0,454,351,0,0,0,0,0,28,0,5880,0,4,N
219,0,1,33000,1000,0,-49,1000,794,2389,0,0,0,0,0,25,0,304,0,2,Y
220,0,0,41000,0,0,-30,-2000,1940,2623,0,0,0,0,0,40,0,146,0,1,N
221,0,1,11000,0,0,-432,-1000,74,2232,1000,1,0,0,0,58,29,5214,1,2,Y
222,0,0,36000,0,0,-107,0,582,802,0,1,0,0,0,25,0,0,0,5,Y
223,0,0,0,0,9,-98,0,1382,1401,0,0,1,0,0,54,128,1681,0,8,Y
224,1,1,24000,0,0,-263,0,41,4123,1000,0,0,0,0,35,73,0,2,2,N
225,0,0,17000,0,0,-716,0,0,1114,0,1,1,0,0,30,0,1089,1,9,Y
226,0,0,0,0,0,0,0,44,0,0,0,0,0,0,18,0,0,4,2,N
227,0,0,25000,0,0,-276,0,279,1771,0,0,0,0,0,21,0,854,2,1,Y
228,1,1,25000,0,0,-25,0,141,1196,0,0,0,0,0,20,28,823,2,7,Y
229,0,0,0,0,0,-65,2000,16,1304,11000,0,0,0,0,34,0,0,0,1,N
230,0,0,23000,0,0,-105,1000,149,1141,0,1,0,0,0,35,9,3852,0,5,Y
231,0,0,31000,1000,0,-119,2000,5843,3848,0,0,1,0,0,47,24,2030,0,9,N
232,0,0,0,0,0,0,0,3,0,0,0,0,0,0,19,0,35,4,7,N
233,0,1,8000,0,0,-46,0,105,612,0,1,0,0,0,38,0,73,0,4,Y
234,0,0,17000,0,0,-62,0,136,916,0,0,0,0,0,32,0,473,0,1,Y
235,0,0,386000,0,4050,-26400,0,522776,353165,0,0,0,0,0,48,117714,787,0,1,N
236,0,0,26000,0,0,-643,0,424,3400,0,1,0,0,0,25,0,4636,0,2,Y
237,0,0,39000,0,0,-63,0,321,4396,0,0,0,0,0,33,0,11225,0,4,N
238,0,0,18000,1000,0,0,5000,14344,750,0,0,1,0,0,29,2500,451,0,8,N
239,0,0,1000,0,0,0,0,522,0,0,0,0,0,0,18,0,0,0,1,N
240,0,1,18000,0,0,-817,0,80,2647,0,0,1,0,0,42,0,241,0,3,Y
241,0,0,52000,0,0,-248,1000,14486,31,0,0,1,0,0,36,23,40669,0,1,N
242,0,0,23000,0,0,-116,0,2,2131,0,1,0,0,0,30,0,2257,0,3,Y
243,1,1,18000,0,0,-640,-2000,127,2744,0,1,0,0,0,21,0,609,2,1,Y
244,1,1,6000,0,0,-14,0,6,839,0,0,0,0,0,42,0,0,4,1,N
245,0,0,22000,0,0,-19,0,1423,4404,0,0,0,0,0,28,0,3098,0,1,N
246,0,0,21000,0,0,-13,0,2342,1719,0,0,1,0,0,36,0,109,0,4,N
247,0,0,7000,0,0,-8,0,636,142,0,0,0,0,0,21,0,0,4,4,Y
248,0,0,20000,0,0,-5,-2000,4216,2871,0,0,0,0,0,25,519,0,0,1,N
249,0,0,12000,0,0,0,0,1762,475,0,0,0,0,0,40,0,0,0,5,Y
250,0,0,15000,1000,0,-16,1000,2273,542,0,0,0,0,0,35,0,1729,0,4,N
251,0,0,9000,0,0,-157,-7000,115,121,9000,0,0,0,0,22,0,0,0,1,N
252,0,0,44000,0,0,-237,5000,8727,1985,0,0,1,0,0,22,0,0,0,8,Y
253,0,0,39000,0,0,-18,0,9,4025,0,1,1,0,0,39,675,5247,2,8,Y
254,0,0,9000,0,0,-2,0,1142,109,0,0,0,0,0,31,219,0,0,1,N
255,0,0,20000,0,0,-135,0,74,1915,1000,1,0,0,0,28,0,0,0,4,N
256,0,0,24000,1000,0,-14,2000,4698,2864,0,0,0,0,0,28,0,0,0,2,Y
257,0,0,34000,0,1,-6,4000,9597,2182,0,0,0,0,0,59,39,154,0,4,N
258,0,1,13000,0,0,-29,1000,1120,302,0,0,0,0,0,26,311,0,0,1,Y
259,0,0,35000,3000,0,-228,1000,688,1035,0,0,1,0,0,36,0,2327,4,5,Y
260,0,0,14000,0,0,-11,0,0,750,0,1,0,0,0,20,0,0,0,6,Y
261,0,0,22000,1000,0,-12,2000,3732,461,0,0,0,0,0,70,0,0,4,6,N
262,0,0,25000,0,1,0,1000,4762,1673,0,0,0,0,0,42,4,0,0,1,N
263,0,0,3000,0,0,0,0,36,206,0,0,0,0,0,18,8,294,0,5,N
264,0,0,48000,0,0,-1,-6000,14528,1528,19000,0,0,0,0,40,0,9777,0,4,N
265,0,0,9000,0,0,-23,0,8,381,0,1,0,0,0,29,0,10,0,6,N
266,0,1,18000,0,0,-399,0,0,1318,0,1,0,0,0,24,0,0,0,1,Y
267,0,0,0,0,0,0,-1000,44,0,0,0,0,0,0,19,0,0,2,1,N
268,0,0,26000,0,237,0,7000,18410,233,0,0,1,0,0,24,27141,0,0,1,N
269,1,1,7000,0,0,-39,0,1,755,0,1,0,0,0,24,0,307,2,6,Y
270,0,1,42000,0,0,-87,0,4349,4533,0,0,0,0,0,24,0,1622,3,4,N
271,0,0,0,0,0,-3,3000,5,4560,0,0,0,0,0,43,0,1087,0,5,N
272,0,0,1000,0,0,0,0,487,8,0,0,0,0,0,18,0,0,4,1,N
273,1,1,11000,0,0,-53,0,16,302,0,0,0,0,1,24,52,65,0,1,N
274,0,0,0,0,0,-5,0,102,40,0,0,0,0,0,18,0,18,0,5,N
275,0,0,0,0,0,-99,0,302,1462,0,1,0,0,0,44,34,1580,0,7,N
276,0,0,78000,0,0,-85,1000,52,11396,2000,1,0,0,0,28,0,0,0,2,Y
277,0,0,24000,0,0,-7267,6000,13955,847,0,0,1,0,0,35,0,0,2,6,N
278,0,0,32000,1000,0,0,1000,6271,10,0,0,0,0,0,24,0,0,0,1,N
279,0,0,0,0,0,0,0,242,12,0,0,0,0,0,18,0,0,0,5,N
280,0,0,0,1000,4,-591,2000,952,4160,0,0,0,0,0,39,0,10583,4,5,Y
281,0,0,54000,6000,0,0,10000,19582,1224,0,0,0,0,0,24,0,40,0,4,N
282,0,0,11000,0,0,-208,0,0,996,0,1,0,0,0,19,71,2429,4,6,Y
283,0,0,30000,2000,0,-55,4000,5066,1001,0,0,0,0,0,27,10,1787,0,6,N
284,0,0,18000,0,0,-5,0,1195,276,0,0,0,0,0,44,0,0,0,2,N
285,1,1,10000,0,0,-245,0,0,570,0,1,0,0,0,37,0,2495,4,3,Y
286,0,0,12000,0,0,-369,0,0,984,0,1,0,0,0,24,0,0,1,9,Y
287,0,0,13000,0,0,-10,1000,760,748,0,0,0,0,0,35,0,1012,0,7,N
288,0,1,20000,0,0,-232,0,1,4797,0,1,0,0,0,26,0,0,0,7,Y
289,0,0,15000,0,8,-61,0,87,731,0,0,0,0,0,21,51,0,4,7,Y
290,0,0,30000,0,152,-2,0,3673,2431,0,0,0,0,0,40,298,0,0,1,N
291,0,0,0,0,0,0,0,193,5,0,0,0,0,0,18,0,0,0,1,N
292,0,0,0,2000,0,-63,0,1324,0,0,0,1,0,0,43,0,0,0,1,Y
293,0,0,48000,0,0,-31454,2000,0,0,40000,0,1,0,0,30,0,0,0,1,N
294,0,0,14000,0,0,-1,0,1407,1043,0,0,0,0,0,29,0,0,0,1,N
295,0,0,1000,0,0,0,0,730,0,0,0,0,0,0,18,0,0,0,6,N
296,0,0,9000,0,0,-1,0,546,95,0,0,0,0,0,25,0,0,0,4,N
297,0,0,0,0,0,-96,6000,6570,0,0,0,0,0,0,18,0,0,4,2,N
298,0,0,31000,0,371,-10,3000,3235,1958,2000,0,0,0,0,48,0,0,0,4,N
